Ticker,Company,Sector,Industry,Country,Description
GLBS,Globus Maritime Limited,Industrials,Marine Shipping,Greece,"Globus Maritime Limited, an integrated dry bulk shipping company, provides marine transportation services worldwide. It owns, operates, and manages a fleet of dry bulk vessels that transport iron ore, coal, grain, steel products, cement, alumina, and other dry bulk cargoes. As of March 31, 2022, the company's fleet included nine vessels with a total carrying capacity of 626,257 deadweight tonnage. It charters its vessels to operators, trading houses, shipping companies and producers, and government-owned entities. The company was incorporated in 2006 and is based in Athens, Greece. Globus Maritime Limited is a subsidiary of Firment Trading Limited."
TAIL,Cambria Tail Risk ETF,Financial,Exchange Traded Fund,USA,"The fund is actively managed and seeks to achieve its investment objective by investing in cash and U.S. government bonds, and utilizing a put option strategy to manage the risk of a significant negative movement in the value of domestic equities. The adviser intends to spend approximately one percent of the fund's total assets per month to purchase put options."
WEAT,Teucrium Wheat Fund,Financial,Exchange Traded Fund,USA,"The fund seeks to achieve its investment objective by investing in Benchmark Component Futures Contracts. Under normal market conditions, the manager expects that 100% of the fund's assets will be invested in benchmark component futures contracts and in cash and cash equivalents."
PIXY,"ShiftPixy, Inc.",Industrials,Staffing & Employment Services,USA,"ShiftPixy, Inc., together with its subsidiaries, provides staffing solutions in the United States. It offers employment administrative services, such as payroll processing, human resources consulting, and workers' compensation administration and coverage. The Company also operates human resources information systems platform to assist in customer acquisition for the onboarding of new clients into the company's closed proprietary operating and processing information system. It primarily serves restaurant and hospitality service industries. The company was incorporated in 2015 and is headquartered in Miami, Florida."
CDNA,"CareDx, Inc",Healthcare,Diagnostics & Research,USA,"CareDx, Inc. discovers, develops, and commercializes diagnostic solutions for transplant patients and caregivers worldwide. It provides AlloSure Kidney, a donor-derived cell-free DNA (dd-cfDNA) solution for kidney transplant patients; AlloMap Heart, a gene expression solution for heart transplant patients; AlloSure Heart, a dd-cfDNA solution for heart transplant patients; and AlloSure Lung, a dd-cfDNA solution for lung transplant patients. The company also offers TruSight HLA, a next generation sequencing (NGS) based high resolution typing solution; Olerup SSP, which is used to type human leukocyte antigen (HLA) alleles based on sequence specific primer technology; QTYPE that enables precision in HLA typing; and Ottr, a transplant patient management software. In addition, it provides AlloSeq Tx, a high-resolution HLA typing solution; AlloSeq cfDNA, a surveillance solution to measure dd-cfDNA in blood; AlloSeq HCT, a solution for chimerism testing for stem cell transplant recipients; and XynQAPI transplant quality tracking and waitlist management solutions, as well as AlloCare, a mobile app that offers a patient-centric resource for transplant recipients. The company offers its products directly to customers, as well as through third-party distributors and sub-distributors. It has a license agreement with Illumina, Inc. for the distribution, development, and commercialization of NGS products and technologies; and Cibiltech SAS to commercialize iBox, a software for the predictive analysis of post-transplantation kidney allograft loss. The company was formerly known as XDx, Inc. and changed its name to CareDx, Inc. in March 2014. The company was incorporated in 1998 and is headquartered in South San Francisco, California."
LE,"Lands' End, Inc.",Consumer Cyclical,Specialty Retail,USA,"Lands' End, Inc. operates as a uni-channel retailer of casual clothing, accessories, footwear, and home products in the United States, Europe, Asia, and internationally. It operates through U.S. eCommerce, Europe eCommerce, Japan eCommerce, Outfitters, Third Party, and Retail segments. The company sells its products online through e-commerce, company operated stores, as well as through third party distribution channels under the Lands' End, Let's Get Comfy, Lands' End Lighthouse, Square Rigger, Squall, Super-T, Drifter, Outrigger, Marinac, Beach Living, as well as Supima, No-Gape, Starfish, Iron Knees, Hyde Park, Year' Rounder, ClassMate, Willis & Geiger, and ThermaCheck brands. As of January 28, 2022, it operated 30 stores. Lands' End, Inc. was founded in 1963 and is headquartered in Dodgeville, Wisconsin."
DQ,Daqo New Energy Corp.,Technology,Semiconductor Equipment & Materials,China,"Daqo New Energy Corp., together with its subsidiaries, manufactures and sells polysilicon to photovoltaic product manufactures in the People's Republic of China. Its products are used in ingots, wafers, cells, and modules for solar power solutions. The company was formerly known as Mega Stand International Limited and changed its name to Daqo New Energy Corp. in August 2009. Daqo New Energy Corp. was founded in 2006 and is based in Shanghai, the People's Republic of China."
SURF,"Surface Oncology, Inc.",Healthcare,Biotechnology,USA,"Surface Oncology, Inc., a clinical-stage immuno-oncology company, engages in the development of cancer therapies in the United States. The company develops various antibodies that include NZV930, a fully human immunoglobulin isotype G4 monoclonal antibody for the production of extracellular adenosine; SRF617, a fully human IgG4 monoclonal antibody that inhibits CD39 enzymatic activity for the production of adenosine and the breakdown of adenosine triphosphate; SRF388 targeting interleukin 27; GSK4381562, an antibody targeting CD112R, an inhibitory protein expressed on natural killer and T cells; and SRF114 targeting the chemokine receptor CCR8. Surface Oncology, Inc. has a license agreement with GlaxoSmithKline Intellectual Property (No. 4) Limited to develop, manufacture, and commercialize antibodies that targets SRF813; and license agreement with Vaccinex, Inc. to develop, manufacture, and commercialize antibodies, which targets SRF114. The company was incorporated in 2014 and is headquartered in Cambridge, Massachusetts."
RPHS,Regents Park Hedged Market Strategy ETF,Financial,Exchange Traded Fund,USA,"The fund is an actively-managed ETF that seeks to achieve its investment objective by investing, under normal circumstances, in equity securities represented in, or instruments related or linked to, the S&P 500 Price Index (""S&P 500 Index""). The fund's adviser determines the amount of the fund's portfolio to be invested directly in a basket of equity securities that is correlated to the overall performance of the S&P 500 Index and in equity market index derivatives based on its assessment of their relative valuations."
IQMDW,Intelligent Medicine Acquisition Corp.,Financial,Shell Companies,USA,"Intelligent Medicine Acquisition Corp. focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or related business combination with one or more businesses. It intends to identify business opportunities in the field of life science. The company was incorporated in 2021 and is based in Bethesda, Maryland."
FFTY,Innovator IBD 50 ETF,Financial,Exchange Traded Fund,USA,"The fund will normally invest at least 80% of its net assets (including investment borrowings) in securities that comprise the index. The IBD 50 Index is a weekly, rules-based, computer-generated stock index compiled and published by Investor's Business Daily (""IBD"" or the ""index provider"") that seeks to identify the current top 50 growth stocks."
STKH,Steakholder Foods Ltd.,Consumer Defensive,Packaged Foods,Israel,"Steakholder Foods Ltd., a deep-tech food company, engages in the development of cultivated meat technologies to manufacture cultivated meat without animal slaughter. The company develops a three-dimensional bioprinter to deposit layers of differentiated stem cells, scaffolding, and cell nutrients in a three-dimensional form of structured cultured meat. It intends to license its production technology; provide associated products, such as cell lines, printheads, bioreactors, and incubators; and offer services, such as technology implementation, training, and engineering support directly and through contractors to food processing and food retail companies. The company is headquartered in Rehovot, Israel."
ACA,"Arcosa, Inc.",Industrials,Infrastructure Operations,USA,"Arcosa, Inc., together with its subsidiaries, provides infrastructure-related products and solutions for the construction, energy, and transportation markets in North America. It operates through three segments: Construction Products, Engineered Structures, and Transportation Products. The Construction Products segment offers natural and recycled aggregates; specialty materials; and trench shields and shoring products for residential and non-residential construction, agriculture, specialty building products, as well as for infrastructure related projects. The Engineered Structures segment provides utility structures, wind towers, traffic and lighting structures, telecommunication structures, storage and distribution tanks for electricity transmission and distribution, wind power generation, highway road construction, and wireless communication markets, as well as for gas and liquids storage and transportation for residential, commercial, energy, agriculture, and industrial markets. The Transportation Products segment offers inland barges; fiberglass barge covers, winches, and other components; cast components for industrial and mining sectors; and axles, circular forgings, coupling devices for freight, tank, locomotive, and passenger rail transportation equipment, as well as other industrial uses. Arcosa, Inc. was incorporated in 2018 and is headquartered in Dallas, Texas."
HFBL,"Home Federal Bancorp, Inc. of Louisiana",Financial,Banks - Regional,USA,"Home Federal Bancorp, Inc. of Louisiana operates as the holding company for Home Federal Bank that provides various financial services to individuals, corporate entities, and other organizations. The company accepts various deposits, such as passbook savings, certificates of deposit, and demand deposit accounts, as well as non-interest-bearing demand, NOW, and money market accounts. Its loan products include one-to-four family residential real estate loans; commercial real estate secured loans; multi-family residential loans; commercial business loans; land loans; construction and land loans; home equity and second mortgage loans; equity lines of credit; and consumer non-real estate loans, including loans secured by deposit accounts, automobile loans, overdrafts, and other unsecured loans. As of June 30, 2022, it operated six full-service banking offices located in Shreveport, Louisiana; two full-service banking offices located in Bossier City, Louisiana; and one full-service banking office located in Minden, Louisiana. Home Federal Bancorp, Inc. was founded in 1924 and is based in Shreveport, Louisiana."
CLVRW,Clever Leaves Holdings Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,USA,"Clever Leaves Holdings Inc. operates as a cannabis company. The company operates through two segments, Cannabinoid and Non-Cannabinoid. The Cannabinoid segment engages in the cultivation, extraction, manufacturing, commercialization, and distribution of cannabinoid products internationally. The Non-Cannabinoid segment is engaged in formulating, manufacturing, marketing, selling, distributing, and commercializing nutraceutical and other natural remedies, wellness products, detoxification products, and nutritional and dietary supplements for mass retailers, specialty and health retailers, and distributors in the United States. The company was founded in 2017 and is based in Boca Raton, Florida."
XDQQ,Innovator Growth-100 Accelerated ETF - Quarterly,Financial,Exchange Traded Fund,USA,"The fund invests at least 80% of its net assets in a portfolio of FLexible EXchange Options that reference the Invesco QQQ TrustSM, Series 1. FLEX Options are exchange-traded options contracts with uniquely customizable terms. Although guaranteed for settlement by the Options Clearing Corporation, FLEX Options are still subject to counterparty risk with the OCC and may be less liquid than more traditional exchange-traded options. It is non-diversified."
MCB,Metropolitan Bank Holding Corp.,Financial,Banks - Regional,USA,"Metropolitan Bank Holding Corp. operates as the bank holding company for Metropolitan Commercial Bank that provides a range of business, commercial, and retail banking products and services to small businesses, middle-market enterprises, public entities, and individuals in the New York metropolitan area. The company offers checking, savings, term deposit, and money market accounts, as well as certificates of deposit. It also provides lending products, including commercial real estate, construction, multi-family, and one-to four-family real estate loans; commercial and industrial loans; consumer loans; acquisition and renovation loans; loans to refinance or return borrower equity; loans on owner-occupied properties; working capital lines of credit; trade finance and letters of credit; and term loans. In addition, the company offers cash management services, as well as online and mobile banking, ACH, remote deposit capture, and debit card services. It operates six banking centers in Manhattan, Brooklyn, Great Neck, and Long Island. Metropolitan Bank Holding Corp. was founded in 1999 and is headquartered in New York, New York."
SASR,"Sandy Spring Bancorp, Inc.",Financial,Banks - Regional,USA,"Sandy Spring Bancorp, Inc. operates as the bank holding company for Sandy Spring Bank that provides commercial and retail banking, mortgage, private banking, and trust services to individuals and businesses. It operates through three segments: Community Banking, Insurance, and Investment Management. The Community Banking segment offers financial products and services, including various loan and deposit products. Its loan products include commercial real estate loans, commercial construction loans, and other commercial loans; residential real estate loans; and consumer loans comprising home equity loans and lines, installment loans, and personal lines of credit. The Insurance segment provides general insurance agency services and annuities, such as commercial, personal, and medical liability lines. The Investment Management segment offers investment management and financial planning, including cash flow analysis, investment review, tax and retirement planning, insurance analysis, and estate planning to individuals, families, small businesses, and associations. It also provides personal trust and wealth management services. The company operates a network of approximately 50 locations in Maryland, Northern Virginia, and Washington D.C. Sandy Spring Bancorp, Inc. was founded in 1868 and is headquartered in Olney, Maryland."
NSL,Nuveen Senior Income Fund,Financial,Closed-End Fund - Debt,USA,"Nuveen Senior Income Fund is a closed ended fixed income mutual fund launched by Nuveen Investments, Inc. It is managed by Symphony Asset Management LLC. The fund invests in fixed income markets of the United States. It primarily invests in adjustable rate U.S dollar-denominated secured Senior Loans. Nuveen Senior Income Fund was formed on October 26, 1999 and is domiciled in the United States."
STEM,"Stem, Inc.",Technology,Software - Infrastructure,USA,"Stem, Inc. operates as a digitally connected and intelligent energy storage network provider in the United States and internationally. It offers energy storage systems sourced from original equipment manufacturers (OEMs). The company also provides Athena, an artificial intelligence platform, which offers battery hardware and software-enabled services to operate the energy storage systems. In addition, it offers system design and engineering services, supply chain management, energy storage value stream optimization, warranty and preventive maintenance plan management, operation and maintenance reporting, and program enrollment and incentive management services. The company serves commercial and industrial enterprises, independent power producers, renewable project developers, and utilities and grid operators. Stem, Inc. was incorporated in 2009 and is headquartered in San Francisco, California."
AMSWA,"American Software, Inc.",Technology,Software - Application,USA,"American Software, Inc. develops, markets, and supports a range of computer business application software products in the United States and internationally. The company operates in three segments: Supply Chain Management (SCM), Information Technology Consulting (IT Consulting), and Other. The SCM segment offers Logility Digital Supply Chain Platform, a cloud-architected supply chain management platform that helps manage seven critical planning processes, such as product, demand, inventory, supply, deploy, integrated business planning, and supply chain data management. The IT Consulting segment provides IT staffing and consulting services, such as software enhancement, documentation, update, customer education, consulting, systems integration, maintenance, and support services. The Other segment offers American Software ERP, which provides purchasing and materials management, customer order processing, financial, e-commerce, and traditional manufacturing solutions. It also provides ongoing support and maintenance services; cloud hosting and managed services; and implementation and training services. The company markets its products through direct and indirect sales channels to the apparel and other soft goods, food and beverage, consumer packaged goods, consumer durable goods, wholesale distribution, specialty chemicals, and other process manufacturing industries. American Software, Inc. was incorporated in 1970 and is headquartered in Atlanta, Georgia."
EVA,Enviva Inc.,Basic Materials,Lumber & Wood Production,USA,"Enviva Inc. produces and sells utility-grade wood pellets. The company's products are used as a substitute for coal in power generation, and combined heat and power plants. It serves power generators in the United Kingdom, Europe, and Japan. The company was formerly known as Enviva Partners, LP. Enviva Inc. was incorporated in 2013 and is headquartered in Bethesda, Maryland."
SCYX,"SCYNEXIS, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,"SCYNEXIS, Inc., a biotechnology company, develops products for the treatment fungal infections in the United States. It offers BREXAFEMME (ibrexafungerp tablets) for the treatment of vulvovaginal candidiasis (VVC). The company is developing its lead product candidate, Ibrexafungerp, as a novel oral and intravenous drug for the treatment of various fungal infections, including recurrent VVC, invasive aspergillosis, invasive candidiasis, and refractory invasive fungal infections; and ibrexafungerp that has completed Phase 3 CANDLE study for the prevention of recurrent (VVC). It has research collaborations with Merck Sharp & Dohme Corp., Hansoh (Shanghai) Health Technology Co., Ltd., Jiangsu Hansoh Pharmaceutical Group Company Limited, and R-Pharm, CJSC to develop and commercialize rights for ibrexafungerp. The company was formerly known as SCYNEXIS Chemistry & Automation, Inc. and changed its name to SCYNEXIS, Inc. in June 2002. SCYNEXIS, Inc. was incorporated in 1999 and is headquartered in Jersey City, New Jersey."
CSGP,"CoStar Group, Inc.",Real Estate,Real Estate Services,USA,"CoStar Group, Inc. provides information, analytics, and online marketplace services to the commercial real estate, hospitality, residential, and related professionals industries in the United States, Canada, Europe, the Asia Pacific, and Latin America. It offers CoStar Property that provides inventory of office, industrial, retail, multifamily, hospitality, and student housing properties and land; CoStar COMPS, a robust database of comparable commercial real estate sales transactions; CoStar Market Analytics to view and report on aggregated market and submarket trends; and CoStar Tenant, an online business-to-business prospecting and analytical tool that provides tenant information. The company also provides Lease Comps and Analysis, a tool to capture, manage, and maintain lease data; CoStar Lease Analysis; Public Record, a searchable database of commercially-zoned parcels; CoStar Real Estate Manager, a real estate lease administration, portfolio management, and lease accounting compliance software solution; and CoStar Risk Analytics and CoStar Investment. In addition, it offers apartment marketing sites, such as ApartmentFinder.com, ForRent.com, ApartmentHomeLiving.com, WestsideRentals.com, AFTER55.com, CorporateHousing.com, ForRentUniversity.com, Apartamentos.com, and Off Campus Partners; LoopNet Premium Lister; LoopNet Diamond, Platinum, and Gold Ads; LandsofAmerica.com, LandAndFarm.com, and LandWatch.com for rural land for-sale; BizBuySell.com, BizQuest.com, and FindaFranchise.com for operating businesses and franchises for-sale; Ten-X, an online auction platform for commercial real estate; and HomeSnap, an online and mobile software platform, as well as Homes.com, a homes for sale listings site. CoStar Group, Inc. was founded in 1987 and is headquartered in Washington, the District of Columbia."
G,Genpact Limited,Technology,Information Technology Services,Bermuda,"Genpact Limited provides business process outsourcing and information technology (IT) services in India, rest of Asia, North and Latin America, and Europe. It operates through three segments: Banking, Capital Markets and Insurance; Consumer Goods, Retail, Life Sciences and Healthcare; and High Tech, Manufacturing and Services. The company offers CFO advisory services; and environmental, social, and governance (ESG) services, such as data management, carbon accounting, human rights assessment, sustainability diligence, and ESG reporting. It also provides finance and accounting services, which include accounts payable, such as document management, invoice processing, approval and resolution management, and travel and expense processing; invoice-to-cash services, including customer master data management, credit and contract management, fulfillment, billing, collections, and dispute management services; record to report services comprising accounting, treasury, tax, product cost accounting, and closing and reporting services; financial planning and analysis consisting of budgeting, forecasting, and business performance reporting; and enterprise risk and compliance services, including operational risks and controls. In addition, the company provides supply chain advisory services, and after-sales services; sourcing and procurement services comprising direct and indirect strategic sourcing, category management, spend analytics, procurement operation, and master data management; and sales and commercial services, including campaign, order, and dispute management, lead generation, pricing, and promotion optimization. Further, it offers IT services, which comprise end-user computing support, infrastructure management, application production support, and database management services; and transformation services that include digital solutions, consulting services, and analytics services and solutions. The company was founded in 1997 and is based in Hamilton, Bermuda."
CEN,Center Coast Brookfield MLP & Energy Infrastructure Fund,Financial,Closed-End Fund - Equity,USA,"Center Coast MLP & Infrastructure Fund is a closed-ended balanced mutual fund launched and managed by Center Coast Capital Advisors, LP. The fund invests in public equity and fixed income markets of North America. It seeks to invest in securities of companies operating in the energy infrastructure sector. The fund primarily invests in equity and debt securities of MLPs and other entities holding primarily general or limited partner or managing member interests in MLPs. For its fixed income portion, the fund seeks to invest in securities across all credit ratings. It employs quantitative analysis with a focus on such factors as cash flow, yield, relative valuation, contract structure, operating risk, competitive environment, growth potential, operational expertise, and strength of business plan to create its portfolio. Center Coast MLP & Infrastructure Fund was formed on September 26, 2013 and is domiciled in the United States."
INMD,InMode Ltd.,Healthcare,Medical Devices,Israel,"InMode Ltd. designs, develops, manufactures, and markets minimally invasive aesthetic medical products based on its proprietary radiofrequency assisted lipolysis and deep subdermal fractional radiofrequency technologies in the United States and internationally. The company offers minimally invasive aesthetic medical products for various procedures, such as liposuction with simultaneous skin tightening, body and face contouring, and ablative skin rejuvenation treatments, as well as for use in women's health conditions and procedures. It also designs, develops, manufactures, and markets non-invasive medical aesthetic products that target an array of procedures, including permanent hair reduction, facial skin rejuvenation, wrinkle reduction, cellulite treatment, skin appearance and texture, and superficial benign vascular and pigmented lesions, as well as hands-free medical aesthetic products that target a range of procedures, such as skin tightening, fat reduction, and muscle stimulation. The company was formerly known as Invasix Ltd. and changed its name to InMode Ltd. in November 2017. InMode Ltd. was incorporated in 2008 and is headquartered in Yokneam, Israel."
ARRY,"Array Technologies, Inc.",Technology,Solar,USA,"Array Technologies, Inc. manufactures and supplies solar tracking systems and related products in the United States and internationally. Its products include DuraTrack HZ v3, a single-axis solar tracking system; and SmarTrack, a machine learning software that is used to identify the optimal position for a solar array in real time to increase energy production. The company was founded in 1989 and is headquartered in Albuquerque, New Mexico."
FL,"Foot Locker, Inc.",Consumer Cyclical,Footwear & Accessories,USA,"Foot Locker, Inc., through its subsidiaries, operates as an athletic footwear and apparel retailer. The company engages in the retail of athletic footwear, apparel, accessories, equipment, and team licensed merchandise under the Foot Locker, Lady Foot Locker, Kids Foot Locker, Champs Sports, Eastbay, atmos, WSS, Footaction, and Sidestep brand names. The company also offers its products through various e-commerce sites and mobile apps. Foot Locker, Inc. was founded in 1879 and is headquartered in New York, New York."
BOC,Boston Omaha Corporation,Communication Services,Advertising Agencies,USA,"Boston Omaha Corporation, together with its subsidiaries, engages in the outdoor billboard advertising business in the southeast United States. It is also involved in the surety insurance and related brokerage, broadband, and investment businesses. The company provides high-speed internet service to approximately 7,000 subscribers in communities in southern Arizona; and 10,000 subscribers in Salt Lake City, Park City, Ogden, Provo, and surrounding communities. As of March 25, 2022, it operated approximately 3,900 billboards containing approximately 7,400 advertising faces of which 80 are digital displays. The company was formerly known as REO Plus, Inc. and changed its name to Boston Omaha Corporation in March 2015. Boston Omaha Corporation was incorporated in 2009 and is headquartered in Omaha, Nebraska."
CLTL,Invesco Treasury Collateral ETF,Financial,Exchange Traded Fund,USA,"The fund generally will invest at least 80% of its total assets in the components of the index. The index is designed to measure the performance of U.S. Treasury Obligations with a maximum remaining maturity of less than or equal to 12 months. ""U.S. Treasury Obligations"" refer to securities issued or guaranteed by the U.S. Treasury where the payment of principal and interest is backed by the full faith and credit of the U.S. government. They include U.S. Treasury notes, bills and bonds."
CWST,"Casella Waste Systems, Inc.",Industrials,Waste Management,USA,"Casella Waste Systems, Inc., together with its subsidiaries, operates as a vertically integrated solid waste services company in the northeastern United States. It offers resource management services primarily in the areas of solid waste collection and disposal, transfer, recycling, and organics services to residential, commercial, municipal, institutional, and industrial customers. The company provides a range of non-hazardous solid waste services, including collections, transfer stations, and disposal facilities. It also markets recyclable metals, aluminum, plastics, and paper and corrugated cardboard that are processed at its facilities, as well as recyclables purchased from third parties. In addition, the company is involved in commodity brokerage operations. As of January 31, 2022, it owned and/or operated 50 solid waste collection operations, 65 transfer stations, 23 recycling facilities, 8 Subtitle D landfills, 3 landfill gas-to-energy facilities, and 1 landfill permitted to accept construction and demolition materials. Casella Waste Systems, Inc. was founded in 1975 and is headquartered in Rutland, Vermont."
GER,Goldman Sachs MLP and Energy Renaissance Fund,Financial,Closed-End Fund - Equity,USA,"Goldman Sachs MLP and Energy Renaissance Fund is a closed-ended equity mutual fund launched and managed by Goldman Sachs Asset Management, L.P. The fund invests in public equity markets of the United States. It seeks to invest in stocks of companies operating in the energy sector. The fund primarily invests in growth stocks of Master Limited Partnerships and related energy companies across all market capitalizations, with a focus on midstream MLP investments. It employs fundamental and quantitative analysis with a bottom-up stock selection approach to create its portfolio. The fund benchmarks the performance of its portfolio against the Alerian MLP Index Total Return. Goldman Sachs MLP and Energy Renaissance Fund was formed on September 26, 2014 and is domiciled in the United States."
BCML,BayCom Corp,Financial,Banks - Regional,USA,"BayCom Corp operates as the bank holding company for United Business Bank that provides various financial services to small and mid-sized businesses, service professionals, and individuals. The company offers demand, savings, money market, and time deposit accounts. It also provides commercial and multifamily real estate loans, including owner-occupied and investor real estate loans; commercial and industrial loans, such as equipment loans and working capital lines of credit; small business administration loans; construction and land loans; agriculture-related loans; and consumer loans comprising installment loans, unsecured and secured personal lines of credit, and overdraft protection. In addition, the company offers online and mobile banking, automated teller machine, remote deposit capture, night depository, courier, direct deposit, treasury management, wire transfer, automated clearing house services, debit cards, cashier's and travelers checks, letters of credit, lockbox, positive pay, reverse positive pay, and account reconciliation services, as well as zero balance accounts and sweep accounts, including loan sweep. As of December 31, 2021, it operated through a network of 33 full-service banking branches in Northern and Southern California; Denver, Colorado; Custer, Delta, and Grand counties, Colorado; and Seattle, Washington and Central New Mexico. The company was formerly known as Bay Commercial Bank and changed its name to BayCom Corp in January 2017. BayCom Corp was incorporated in 2004 and is headquartered in Walnut Creek, California."
SNV,Synovus Financial Corp.,Financial,Banks - Regional,USA,"Synovus Financial Corp. operates as the bank holding company for Synovus Bank that provides commercial and retail banking products and services. It operates through three segments: Community Banking, Wholesale Banking, and Financial Management Services. The company's commercial banking services include treasury management, asset management, capital market, and institutional trust services, as well as commercial, financial, and real estate loans. Its retail banking services comprise accepting customary types of demand and savings deposits accounts; mortgage, installment, and other consumer loans; investment and brokerage services; safe deposit services; automated banking services; automated fund transfers; Internet-based banking services; and bank credit and debit card services. The company also offers various other financial services, including portfolio management for fixed-income securities, investment banking, execution of securities transactions as a broker/dealer, and financial planning services, as well as provides individual investment advice on equity and other securities. As of December 31, 2020, it operated through 289 branches and 389 ATMs in Alabama, Florida, Georgia, South Carolina, and Tennessee. The company was founded in 1888 and is headquartered in Columbus, Georgia."
TESS,TESSCO Technologies Incorporated,Technology,Communication Equipment,USA,"TESSCO Technologies Incorporated manufactures and distributes technology products and solutions for wireless infrastructure market in the United States and internationally. It operates through two segments, Carrier and Commercial. The company offers base station infrastructure products, including base station antennas, cable and transmission lines, small towers, lightning protection devices, connectors, power systems, enclosures, grounding products, jumpers, miscellaneous hardware products, and mobile antennas to build, repair, and upgrade wireless broadband systems. It also provides network systems products, such as fixed and mobile broadband radio equipment, wireless networking filtering and distributed antenna systems, two-way radios, and security and surveillance products. In addition, the company offers installation, test, and maintenance products comprising analysis equipment; and various frequency, voltage, and power-measuring devices, as well as tools, hardware, GPS and safety products, and replacement and component parts and supplies to install, tune, and maintain wireless communications equipment. The company sells its products to carrier and public network operators, tower owners, program managers, contractors and integrators, private system operators, federal governments, state and local governments, manufacturers, national solutions providers, and value-added resellers under the Ventev brand. TESSCO Technologies Incorporated was founded in 1982 and is headquartered in Hunt Valley, Maryland."
REG,Regency Centers Corporation,Real Estate,REIT - Retail,USA,"Regency Centers is the preeminent national owner, operator, and developer of shopping centers located in affluent and densely populated trade areas. Our portfolio includes thriving properties merchandised with highly productive grocers, restaurants, service providers, and best-in-class retailers that connect to their neighborhoods, communities, and customers. Operating as a fully integrated real estate company, Regency Centers is a qualified real estate investment trust (REIT) that is self-administered, self-managed, and an S&P 500 Index member."
SPDV,AAM S&P 500 High Dividend Value ETF,Financial,Exchange Traded Fund,USA,"The index is a rules-based, equal-weighted index that is designed to provide exposure to the constituents of the S&P 500 Index that exhibit both high dividend yield and sustainable dividend distribution characteristics, while maintaining diversified sector exposure. At least 80% of the fund's net assets, plus borrowings for investment purposes, will be invested in equity securities that (i) are included in the S&P 500 Index and (ii) have had a positive indicated annual dividend yield within the past year."
APH,Amphenol Corporation,Technology,Electronic Components,USA,"Amphenol Corporation, together with its subsidiaries, primarily designs, manufactures, and markets electrical, electronic, and fiber optic connectors in the United States, China, and internationally. It operates through three segments: Harsh Environment Solutions, Communications Solutions, and Interconnect and Sensor Systems. The company offers connectors and connector systems, including harsh environment data, power, high-speed, fiber optic, and radio frequency interconnect products; busbars and power distribution systems; and other connectors. It also provides value-add products, such as backplane interconnect systems, cable assemblies and harnesses, and cable management products; other products comprising flexible and rigid printed circuit boards, hinges, other mechanical, and production related products. In addition, the company offers consumer device, network infrastructure, and other antennas; coaxial, power, and specialty cables; and sensors and sensor-based products. It sells its products through its sales force, independent representatives, and a network of electronics distributors to original equipment manufacturers, electronic manufacturing services companies, original design manufacturers, and service providers in the automotive, broadband communication, commercial aerospace, industrial, information technology and data communication, military, mobile device, and mobile network markets. Amphenol Corporation was founded in 1932 and is headquartered in Wallingford, Connecticut."
BCM,iPath Pure Beta Broad Commodity ETN,Financial,Exchange Traded Fund,USA,"The Barclays Commodity Index Pure Beta Total Return (the ""index"") is comprised of a basket of exchange traded futures contracts and reflects the returns that are potentially available through an unleveraged investment in the futures contracts on certain physical commodities. For each commodity, the index may roll into one of a number of futures contracts with varying expiration dates, as selected using the Barclays Pure Beta Series 2 Methodology."
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,Financial,Exchange Traded Fund,USA,"The fund pursues its investment objective by normally investing at least 80% of its net assets in the securities that comprise the underlying index. The underlying index is composed of common stocks of small- and medium-sized companies that are included in the Solactive Small/Mid Cap Index, a universe of 2,500 small- and medium-sized capitalization stocks."
SVT,"Servotronics, Inc.",Industrials,Electrical Equipment & Parts,USA,"Servotronics, Inc. designs, manufactures, and markets control components and consumer products in the United States and internationally. It operates in two segments, Advanced Technology Group (ATG) and Consumer Products Group (CPG). The ATG segment provides servo-control components to the commercial aerospace, aircraft, and government related industries; and medical and industrial markets. This segment's principal components include torque motors, electromagnetic actuators, hydraulic and pneumatic valves, and related devices that convert an electrical current into a mechanical force or movement, and other products. It also offers metallic seals of various cross-sectional configurations to close tolerances from standard and special alloy steels. This segment markets and sells its products to the United States Government, government prime contractors, government subcontractors, commercial manufacturers, and end-users. The CPG segment provides cutlery products, including steak, carving, bread, butcher, and paring knives for household use, as well as for use in restaurants, institutions, and the private industry; fixed and folding knives for hunting, fishing, and camping; and machetes, bayonets, axes, strap cutters, and other tools primarily for military and rescue/first-responder use, as well as for commercial markets. It also offers various specialty tools, putty knives, linoleum sheet cutters, field knives, scalpels, and micro-spatulas; and plastic and metal fabrication, as well as engineering, design, and OEM/white-label manufacturing services to customers in the consumer and commercial industries. This segment markets its products through its sales resources and independent manufacturers' representatives to big box, hardware, supermarket, variety, department, discount, gift, drug, outdoor, and sporting stores, as well as through electronic commerce. The company was incorporated in 1959 and is headquartered in Elma, New York."
