Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Signals,NoOf Signals,Index,EPS (ttm),Insider Own(%),Shs Outstand,Perf Week(%),Forward P/E,EPS next Y,Insider Trans(%),Shs Float,Perf Month(%),Income,PEG,EPS next Q,Inst Own(%),Perf Quarter(%),Sales,P/S,EPS this Y(%),Inst Trans(%),Short Interest,Perf Half Y(%),Book/sh,P/B,EPS next Y Percentage(%),ROA(%),Target Price,Perf Year(%),Cash/sh,P/C,EPS next 5Y(%),ROE(%),52W Range From,52W Range To,Perf YTD(%),Dividend,P/FCF,EPS past 5Y(%),ROI(%),52W High(%),Beta,Dividend %(%),Quick Ratio,Sales past 5Y(%),Gross Margin(%),52W Low(%),ATR,Employees,Current Ratio,Sales Q/Q(%),Oper. Margin(%),RSI (14),Volatility W(%),Volatility M(%),Optionable,Debt/Eq,EPS Q/Q(%),Profit Margin(%),Rel Volume,Prev Close,Shortable,LT Debt/Eq,Payout(%),Avg Volume,Recom,SMA20(%),SMA50(%),SMA200(%),Description,Date,Short Float Percentage(%),Short Float Ratio,Earnings_Date,Earnings_Timing
INST,"Instructure Holdings, Inc.",Technology,Software - Application,USA,-2147483648,,27.58,0.0181,51558,Channel Up,1,-,-0.35,2.4,142110000,1.79,23.07,1.17,2.06,140210000.0,13.57,-49200000.0,,0.26,98.5,24.29,461100000.0,8.41,56.4,1.8,2580000.0,10.62,8.97,3.02,8.4,2.3,29.38,13.9,1.81,14.96,,3.9,15.68,31.47,17.98,,34.81,,2.0,12.12,,,1.0,,63.3,76.37,1.02,1283,1.0,14.2,10.4,61.24,3.37,4.43,True,0.39,27.1,10.7,0.35,27.09,True,0.38,,205880,1.7,3.84,9.61,22.17,"Instructure Holdings, Inc. provides cloud-based learning, assessment, development, and engagement systems worldwide. It offers Canvas Learning Management System that includes assessments, analytics, and learning content for K-12 and higher education institutions; Canvas Studio, an online video platform; Canvas Catalog, a course catalog and registration system; Canvas Assessment, a solution for assessments that include MasteryConnect, a robust student assessment management system, and Certica, which provides assessment content solutions and analytics to inform daily instruction in the classroom and data; Canvas Network that allows access to open online courses; Impact that helps K-12 and higher education institutions to improve technology adoption and evaluate impact of educational technology; and Elevate Data Sync, a solution that allows edtech vendors to share learning data between K-12 and higher education applications. The company was founded in 2008 and is headquartered in Salt Lake City, Utah.",2023-02-09,1.84,12.51,2023-02-13,AMC
BSMX,Banco Santander Mexico SA ADR,Financial,Banks - Regional,Mexico,-2147483648,5.84,6.47,0.0086,33245,Channel Up,1,-,1.1,1.73,-2147483648,5.16,6.55,0.98,0.0,6660000000.0,7.41,,0.58,0.21,0.58,14.19,77470000000.0,0.11,42.4,,10000.0,21.19,117.67,0.05,4.3,,6.47,16.87,,,10.1,,4.52,6.50,8.13,0.72,,2.03,,0.31,,11.21,,,,44.25,0.21,26069,,32.9,,62.87,3.62,2.91,True,,69.1,,1.49,6.42,True,,,55440,3.0,3.45,6.46,17.27,"Banco Santander Mexico, S.A., Institucion de Banca Multiple, Grupo Financiero Santander Mexico provides various banking products and services in Mexico. The company operates through Retail Banking and Corporate and Investment Banking segments. It offers various deposit products, such as current accounts, savings accounts, and time deposits, as well as certificates of interbank deposits; and payroll loans, personal loans, credit cards, mortgages, and insurance brokerage services. The company also provides cash management, working capital solutions, and trade finance; structured credit and debt products, project finance, and asset based finance; financial and strategic advisory services for mergers and acquisition; solutions and services for investing and hedging; and Internet and mobile banking services. It serves individuals, private banking clients, small and medium-sized enterprises, middle-market corporations, government institutions, and corporate and institutional customers. The company was formerly known as Banco Santander (Mexico), S.A., Institucion de Banca Multiple, Grupo Financiero Santander and changed its name to Banco Santander Mexico, S.A., Institucion de Banca Multiple, Grupo Financiero Santander Mexico in September 2012. The company was incorporated in 1932 and is headquartered in Mexico City, Mexico. Banco Santander Mexico, S.A., Institucion de Banca Multiple, Grupo Financiero Santander Mexico is a subsidiary of Grupo Financiero Santander Mexico, S.A. de C.V.",2023-02-09,0.0,0.27,2023-02-02,AMC
BORR,Borr Drilling Limited,Energy,Oil & Gas Drilling,Bermuda,1380000000,,6.15,0.0165,782523,Channel Up,1,-,-1.37,10.19,228860000,6.85,21.61,0.28,0.0,162880000.0,15.23,,,-0.11,44.22,27.64,364300000.0,3.8,21.7,,5180000.0,58.48,4.01,1.51,116.1,,7.0,165.73,,,,,1.84,6.96,24.04,,,,,11.42,,,,,,235.89,0.28,517,,47.8,,64.32,4.3,4.85,True,,,,0.88,6.05,True,,,1300000,1.0,6.08,20.56,35.76,"Borr Drilling Limited operates as an offshore drilling contractor to the oil and gas industry worldwide. It owns, contracts, and operates jack-up rigs for operations in shallow-water areas, including the provision of related equipment and work crews to conduct oil and gas drilling and workover operations for exploration and production. The company serves oil and gas exploration and production companies, such as integrated oil companies, state-owned national oil companies, and independent oil and gas companies. As of December 31, 2021, it operated a fleet of 23 jack-up drilling rigs. The company was formerly known as Magni Drilling Limited and changed its name to Borr Drilling Limited in December 2016. Borr Drilling Limited was incorporated in 2016 and is based in Hamilton, Bermuda.",2023-02-09,3.18,3.99,,
VAL,Valaris Limited,Energy,Oil & Gas Drilling,Bermuda,-2147483648,34.14,78.13,-0.0111,364726,Channel Up,1,-,2.31,0.3,75100000,11.04,25.35,3.12,1.41,69630000.0,14.77,175000000.0,,0.57,87.9,17.05,1470000000.0,3.89,7.3,11.93,3120000.0,60.66,16.17,4.89,29.98,6.5,93.83,94.01,8.63,9.16,,15.8,37.17,79.97,15.68,,,48.0,59.6,2.18,,,,15.0,,110.45,2.76,4900,2.6,33.8,2.5,66.48,4.21,3.92,True,0.45,235.2,11.9,0.76,79.01,True,0.45,0.0,675050,1.6,6.46,15.6,37.12,"Valaris Limited provides offshore contract drilling services to the international oil and gas industry. The company owns an offshore drilling rig fleet of 56 rigs, which include 11 drillships, 4 dynamically positioned semisubmersible rigs, 1 moored semisubmersible rig, and 40 jackup rigs. It serves international, government-owned, and independent oil and gas companies in the Gulf of Mexico, the North Sea, the Middle East, West Africa, Australia, and Southeast Asia. The company was incorporated in 2009 and is based in Hamilton, Bermuda.",2023-02-09,4.48,4.62,2023-02-21,BMO
PULM,"Pulmatrix, Inc.",Healthcare,Biotechnology,USA,14590000,,3.7,-0.0297,8273,Channel Up,1,-,-6.84,0.19,3640000,7.97,,,0.0,3630000.0,7.97,-21800000.0,,,21.2,6.19,4800000.0,3.04,35.8,52.82,50000.0,28.05,10.08,0.38,,41.8,10.0,48.62,10.63,0.36,,53.9,3.16,8.00,3.94,,,53.0,,53.41,0.88,,6.8,44.0,,17.76,0.26,24,6.8,72.7,,43.7,5.11,6.77,False,0.0,50.1,,0.29,3.81,True,0.0,,40450,,6.75,2.72,12.43,"Pulmatrix, Inc., a clinical stage biotechnology company, discovers and develops inhaled therapies to prevent and treat respiratory and other diseases with unmet medical needs in the United States. The company focuses on developing products based on its inhaled small particles easily respirable and emitted (iSPERSE) technology, which enables delivery of small or large molecule drugs to the lungs by inhalation for local or systemic applications. It engages in developing Pulmazole, an inhaled anti-fungal drug for the treatment of allergic bronchopulmonary aspergillosis in patients with asthma, and in patients with cystic fibrosis; PUR1800, a narrow spectrum kinase inhibitor that is in Phase 1b clinical trials for patients with stable moderate-severe chronic obstructive pulmonary disease; and PUR3100, an iSPERSE formulation of dihydroergotamine for the treatment of acute migraine. The company has a license agreement with RespiVert Ltd. for access to a portfolio of kinase inhibitor drug candidates; a development and commercialization agreement with Cipla Technologies LLC for the development and commercialization of Pulmazole; and a collaboration and license agreement with Sensory Cloud, Inc. Pulmatrix, Inc. was founded in 2003 and is headquartered in Lexington, Massachusetts.",2023-02-09,1.25,1.12,2022-11-10,BMO
AVAL,Grupo Aval Acciones y Valores S.A.,Financial,Banks - Regional,Colombia,-2147483648,5.13,2.42,-0.0102,73284,Channel Up,1,-,0.48,,1190000000,1.04,5.83,0.42,,393540000.0,1.89,543400000.0,,,0.9,11.24,4019999999.9999995,0.73,40.4,5.44,150000.0,33.2,3.11,0.79,19.2,1.2,3.65,38.55,11.49,0.21,,19.8,1.96,5.30,4.15,0.52,4.04,6.9,6.3,54.25,1.14,21.18,,2.7,,23.72,0.10,68892,,62.2,35.1,49.11,3.41,4.07,False,3.52,24.5,19.7,0.76,2.45,True,3.52,0.0,134880,2.7,1.54,1.75,19.9,"Grupo Aval Acciones y Valores S.A. provides a range of financial services and products to public and private sector customers in Colombia and Central America. It offers traditional deposit services and products, including checking accounts, savings accounts, time deposits, and other deposits. The company also provides commercial loans comprising general purpose loans, working capital loans, leases, loans funded by development banks, corporate credit cards, and overdraft loans; consumer loans, such as payroll loans, personal loans, automobile and other vehicle loans, credit cards, overdrafts, leases, and general purpose loans; and microcredit and mortgage loans. In addition, the company offers pension and severance fund management services; investment banking, including services relating to capital markets, mergers and acquisitions, and project finance transactions; mobile and online banking services; and bancassurance, insurance, trust, bonded warehousing and brokerage transactions, real estate escrow services, merchandise and document storage and deposit, customs agency, cargo management, surety bond and merchandise distribution services, and payment and collection services. Further, it is involved in equity investments in various sectors, including infrastructure, energy and gas, agribusiness, and hospitality; and treasury operations. Grupo Aval Acciones y Valores S.A. was incorporated in 1994 and is headquartered in Bogota, Colombia.",2023-02-09,0.04,1.13,,
ELP,Companhia Paranaense de Energia - COPEL,Utilities,Utilities - Diversified,Brazil,-2147483648,109.22,6.77,-0.0315,139505,Channel Up,1,-,0.06,55.6,-2147483648,6.88,10.28,0.68,0.0,277130000.0,3.56,173900000.0,,,10.1,8.55,4530000000.0,0.86,1.7,0.46,1310000.0,3.33,1.52,4.6,11.5,1.8,8.75,7.74,1.54,4.54,,4.1,5.46,7.93,5.84,0.93,,35.4,12.4,14.63,0.68,13.36,1.5,12.9,21.1,23.96,0.24,5902,1.5,21.8,8.6,40.91,3.51,2.85,True,0.65,78.9,3.8,0.33,6.99,True,0.53,984.2,619160,2.5,6.83,5.42,2.56,"Companhia Paranaense de Energia - COPEL engages in the generation, transformation, distribution, and trading of energy to industrial, residential, commercial, rural, and other customers primarily in the State of Parana, Brazil. The company operates through Power generation and transmission, Power distribution, Gas, and Power sale segments. It is also involved in the piped natural gas distribution. As of December 31, 2021, the company operated 20 hydroelectric plants, 30 wind plants, and 1 thermoelectric plant with a total installed capacity of 5,957 megawatts; and owned and operated 3,638 km of transmission lines and 204,957 km of distribution lines. It holds concessions to distribute electricity in 394 municipalities in the State of Parana and in the municipality of Porto Uniao in the State of Santa Catarina. Companhia Paranaense de Energia  COPEL was founded in 1954 and is headquartered in Curitiba, Brazil.",2023-02-09,0.47,2.12,2022-11-10,AMC
FHN,First Horizon Corporation,Financial,Banks - Regional,USA,-2147483648,16.61,24.69,0.0006,765074,Channel Up,1,-,1.49,0.4,535990000,0.1,12.19,2.02,7.75,529500000.0,0.59,829000000.0,1.75,0.5,80.2,1.17,2360000000.0,5.63,7.9,3.45,30230000.0,7.51,13.01,1.9,0.39,1.0,24.86,34.58,12.17,2.03,9.5,11.3,16.78,24.92,0.8,0.6,6.3,13.2,21.9,0.9,0.96,2.43,,21.4,,47.17,0.10,7676,,37.5,93.1,55.74,0.36,0.45,True,0.23,10.6,35.2,0.21,24.68,True,0.23,38.8,5260000,2.8,0.18,0.49,5.86,"First Horizon Corporation operates as the bank holding company for First Horizon Bank that provides various financial services. The company operates through three segments: Regional Banking, Specialty Banking, and Corporate. It offers general banking services for consumers, businesses, financial institutions, and governments. The company also underwrites bank-eligible securities and other fixed-income securities eligible for underwriting by financial subsidiaries; sells loans and derivatives; and offers advisory services. In addition, it offers various services, such as mortgage banking; title insurance and loan-closing; brokerage; correspondent banking; nationwide check clearing and remittance processing; trust, fiduciary, and agency; equipment finance; and investment and financial advisory services. Further, the company sells mutual fund and retail insurance products; and credit cards. It operates approximately 500 banking offices in 22 states under the First Horizon Bank brand; and 400 banking centers in 12 states under the FHN Financial brand in the United States. The company was formerly known as First Horizon National Corporation and changed its name to First Horizon Corporation in November 2020. First Horizon Corporation was founded in 1864 and is headquartered in Memphis, Tennessee.",2023-02-09,5.71,5.75,2023-01-18,AMC
IETC,iShares Evolved U.S. Technology ETF,Financial,Exchange Traded Fund,USA,0,,45.25,0.001,3532,Channel Up,1,-,,,0,2.27,,,,,8.17,,,,,14.25,,,,,,8.23,,,,,,18.72,,,,,37.74,56.81,10.69,0.31,,,,20.53,,0.68,,,,19.62,0.78,0,,,,59.9,1.31,1.44,False,,,,0.28,45.20,True,,,18020,,2.98,6.31,3.46,"The fund seeks to achieve its investment objective by investing, under normal circumstances, at least 80% of its net assets in U.S. listed common stock of large-, mid- and small-capitalization technology companies. It will hold common stock of those companies that fall into the Technology Evolved Sector which have economic characteristics that have been historically correlated with companies traditionally defined as technology companies. The fund is non-diversified.",2023-02-09,,,,
CNMD,CONMED Corporation,Healthcare,Medical Devices,USA,-2147483648,,101.71,-0.0231,158356,Channel Up,1,-,-2.91,0.2,30470000,5.7,24.95,4.17,19.56,29240000.0,5.76,-82700000.0,,0.6,,31.63,1070000000.0000001,3.11,501.0,2.15,3570000.0,0.31,23.51,4.43,25.62,5.8,112.17,27.17,1.05,99.35,17.6,15.4,71.09,155.51,14.12,0.8,101.79,29.9,6.7,34.95,1.37,0.77,1.3,5.8,55.9,42.3,4.00,3800,2.8,10.6,0.4,56.13,6.25,3.73,True,1.45,219.1,10.7,0.52,104.12,True,1.45,,431480,2.3,3.03,9.44,6.3,"CONMED Corporation, a medical technology company, develops, manufactures, and sells surgical devices and related equipment for surgical procedures worldwide. It offers orthopedic surgery products, including TruShot with Y-Knot All-In-One Soft Tissue Fixation System, Y-knot All-Suture Anchors, and PopLok Knotless Suture Anchors, which provide unique clinical solutions to orthopedic surgeons for the repair of soft tissue injuries, as well as supporting products that enable surgeons to perform minimally invasive sports medicine surgeries. The company markets orthopedic surgery products under the Hall, CONMED Linvatec, Concept, and Shutt brands. It also offers general surgery products, such as clinical insufflation, smoke evacuation, electrosurgical, and endomechanical products; and endoscopic technologies, including diagnostic and therapeutic products for use in gastroenterology procedures, and products for the treatment of diseases of the biliary structures, as well as cardiac monitoring products comprising ECG and EEG electrodes, and cardiac defibrillation pads. The company markets its products directly to hospitals, surgery centers, and other healthcare institutions, as well as through medical specialty distributors. CONMED Corporation was incorporated in 1970 and is headquartered in Largo, Florida.",2023-02-09,12.2,8.27,2023-02-02,AMC
INAB,"IN8bio, Inc.",Healthcare,Biotechnology,USA,52970000,,2.14,-0.0183,26102,Channel Up,1,-,-1.36,10.9,21660000,12.5,,-0.92,56.99,18200000.0,19.54,-26600000.0,,-0.3,9.3,17.32,,,41.5,34.09,120000.0,4.55,1.36,1.6,31.3,71.8,13.0,32.48,1.14,1.92,,83.6,1.38,4.98,9.09,,,,,57.83,,,6.1,,,52.17,0.20,19,6.1,,,44.32,7.95,8.74,False,0.01,88.9,,0.59,2.18,True,0.0,,64129,2.0,6.88,4.1,5.06,"IN8bio, Inc., a clinical-stage biotechnology company, focuses on the discovery, development, and commercialization of gamma-delta T cell therapies for the treatment of cancers. Its lead product candidate includes INB-200, a genetically modified autologous gamma-delta T cell product candidate that is in Phase I clinical trial for the treatment of glioblastoma and solid tumors; and INB-100, an allogeneic product candidate, which is in Phase I clinical trial to treat patients with acute leukemia undergoing hematopoietic stem cell transplantation. It also develops INB-400 and INB-300 that is in preclinical Phase for treatment of various solid tumor cancers. The company was formerly known as Incysus Therapeutics, Inc. and changed its name to IN8bio, Inc. in August 2020. IN8bio, Inc. was incorporated in 2016 and is headquartered in New York, New York.",2023-02-09,0.65,1.84,,
FNA,"Paragon 28, Inc.",Healthcare,Medical Devices,USA,1300000000,,16.9,-0.0006,298878,Channel Up,1,-,-0.43,1.2,76850000,1.75,,-0.31,83.2,38550000.0,10.65,-33200000.000000004,,-0.1,40.5,2.66,172700000.0,7.55,601.5,4.33,1060000.0,18.16,2.23,7.58,34.0,13.0,28.0,8.91,0.73,23.15,,18.3,12.35,21.49,11.77,,,,5.7,21.54,,,2.3,,82.2,36.49,0.82,343,3.6,28.1,17.9,38.1,3.88,4.19,True,0.25,72.1,19.2,1.45,16.91,True,0.25,,291440,1.7,7.31,12.29,7.23,"Paragon 28, Inc. designs, develops, distributes, and sells foot and ankle surgical systems in the United States and internationally. It offers plating systems, including gorilla plating systems, such as lisfranc, lapidus, lateral column, calcaneus slide, and naviculocuneiform (NC) fusion plating systems; baby gorilla plate-specific screws, navicular fracture plates, and 5th metatarsal hook plates; and silverback plating systems. The company also provides precision guide technology for various procedures consisting of fusion, a procedure to address bunion deformities that fuses two bones on the big toe; first tarsometatarsal arthrodesis; and metatarsal osteotomy for bunion correction, medial column beaming for charcot foot reconstruction, ankle fusion plating, and NC joint arthrodesis. In addition, it offers monster, mini monster, and joust beaming screw systems for use in bone reconstruction, osteotomy, arthrodesis, joint fusion, ligament fixation, fracture repair, and fracture fixation; and APEX 3D total ankle replacement systems; total talus spacers to replace the talus and bone in the ankle that connects the leg and foot. Further, the company provides bunion or hallux valgus correction systems, including nail systems phantom intramedullary nail systems for the treatment of severe hallux valgus; and various orthobiologics comprising bone wedges, grafts, demineralized bone matrices, bone void fillers, synthetic materials, amniotic products, and a biocompatible collagen matrix, as well as PRESERVE bone graft systems for homologous application. Additionally, it offers soft tissue fixation systems, titanium sprayed polyetheretherketone implants, nitinol staple systems, stabilization systems, and curved instruments. The company serves hospitals and ambulatory surgery centers through a network of sales representatives and stocking distributors. Paragon 28, Inc. was founded in 2010 and is headquartered in Englewood, Colorado.",2023-02-09,2.76,3.65,2022-11-10,AMC
ROM,ProShares Ultra Technology,Financial,Exchange Traded Fund,USA,0,,30.3,-0.0072,34109,Channel Up,1,-,,,0,4.63,,,,,28.34,,,,,29.88,,,,,,20.39,,,,,,41.15,,,,,21.16,54.06,31.68,,,,,43.95,,,,,,43.19,1.38,0,,,,60.91,4.88,4.16,True,,,,0.52,30.52,True,,,99750,,9.98,17.35,3.01,"The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the fund's investment objective. The index is designed to measure the stock performance of U.S. companies in the technology industry. Component companies include, among others, those involved in computers and office equipment, software, communications technology, semiconductors, diversified technology services and Internet services. The fund is non-diversified.",2023-02-09,,,,
BSAC,Banco Santander-Chile,Financial,Banks - Regional,Chile,-2147483648,6.69,17.25,0.0105,234784,Channel Up,1,-,2.55,,473450000,1.41,9.48,1.8,,471120000.0,6.36,1200000000.0,0.88,0.31,10.2,12.48,5170000000.0,1.59,49.8,2.48,2420000.0,6.76,10.44,1.64,13.0,1.4,19.01,13.99,12.4,1.38,7.6,25.4,13.37,22.95,8.71,1.14,,10.4,5.5,24.97,0.68,6.69,,6.5,,28.8,0.36,9988,,100.2,36.8,68.98,2.32,2.08,True,4.92,4.3,23.3,0.67,17.07,True,3.7,0.0,505360,3.0,5.89,8.46,6.49,"Banco Santander-Chile, together with its subsidiaries, provides commercial and retail banking products and services in Chile. It operates through Retail Banking, Middle-Market, Corporate Investment Banking, and Corporate Activities segments. The company offers debit and credit cards, checking accounts, and savings products; consumer, automobile, commercial, mortgage, and government-guaranteed loans; and Chilean peso and foreign currency denominated loans to finance various commercial transactions, trade, foreign currency forward contracts, and credit lines, as well as mortgage financing services. It also provides mutual funds, insurance and securities brokerage, foreign exchange, financial leasing, factoring, financial consulting and advisory, investment management, foreign trade, treasury, and transactional services, as well as specialized services to finance projects for the real estate industry. In addition, the company offers short-term financing and fund raising, and brokerage services, as well as derivatives, securitization, and other tailor-made products. It serves individuals, small to middle-sized entities, companies, and large corporations, as well as universities, government entities, and local and regional governments. As of December 31, 2021, the company operated 326 branches, which include 220 under the Santander brand name, 14 under the Select brand name, 7 specialized branches for the middle market, and 22 as auxiliary and payment centers, as well as 1,338 ATMs, including depository ATMs. Banco Santander-Chile was incorporated in 1977 and is headquartered in Santiago, Chile.",2023-02-09,0.51,4.78,2023-02-03,BMO
INNV,InnovAge Holding Corp.,Healthcare,Medical Care Facilities,USA,1040000000,,7.7,0.0079,4781,Channel Up,1,-,-0.2,0.6,135570000,1.99,,-0.16,13.99,18710000.0,0.13,-27300000.0,,-0.09,12.6,10.95,696800000.0,1.49,86.5,17.19,980000.0,74.6,2.36,3.24,48.4,4.8,7.0,49.81,1.39,5.51,,8.1,3.39,8.03,7.24,,,,1.2,4.1,,,1.8,,16.4,127.14,0.48,2000,1.8,1.1,4.7,59.21,6.06,7.43,True,0.26,270.0,3.9,0.13,7.64,False,0.24,,52200,3.0,2.35,5.93,37.07,"InnovAge Holding Corp. manages and provides a range of medical and ancillary services for seniors in need of care and support to live independently in their homes and communities. It manages its business through Program of All-Inclusive Care for the Elderly (PACE) approach. The company offers in-home care services consisting of skilled, unskilled, and personal care; in-center services, such as primary care, physical therapy, occupational therapy, speech therapy, dental services, mental health and psychiatric services, meals, and activities; transportation to the PACE center and third-party medical appointments; and care management. As of June 30, 2022, it served approximately 6,650 PACE participants in the United States; and operates 18 PACE centers in Colorado, California, New Mexico, Pennsylvania, and Virginia. The company was formerly known as TCO Group Holdings, Inc. and changed its name to InnovAge Holding Corp. in January 2021. InnovAge Holding Corp. was founded in 2007 and is headquartered in Denver, Colorado.",2023-02-09,5.22,18.71,2023-02-07,AMC
TMO,Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research,USA,-2147483648,32.86,573.95,-0.0091,393710,Channel Up,1,S&P 500,17.63,0.1,392000000,2.26,21.68,26.72,25.75,391260000.0,1.01,6950000000.0,5.63,5.04,91.0,16.58,44910000000.0,5.05,21.8,0.05,3050000.0,3.13,111.09,5.21,12.15,,648.17,2.34,,,5.83,,475.77,618.35,4.19,1.2,,30.7,10.8,7.21,0.78,0.21,1.2,16.5,42.5,20.6,14.19,130000,1.7,62.5,,50.0,1.9,2.46,True,0.67,75.2,,0.36,579.23,True,0.65,,1550000,2.0,1.42,1.75,4.77,"Thermo Fisher Scientific Inc. offers life sciences solutions, analytical instruments, specialty diagnostics, and laboratory products and service worldwide. The company's Life Sciences Solutions segment offers reagents, instruments, and consumables for biological and medical research, discovery, and production of drugs and vaccines, as well as diagnosis of infections and diseases to pharmaceutical, biotechnology, agricultural, clinical, healthcare, academic, and government markets. Its Analytical Instruments segment provides instruments, consumables, software, and services for use in laboratory, on production line, and in field for pharmaceutical, biotechnology, academic, government, environmental, and other research and industrial markets, as well as clinical laboratories. The company's Specialty Diagnostics segment offers liquid, ready-to-use, and lyophilized immunodiagnostic reagent kits, as well as calibrators, controls, and calibration verification fluids; ImmunoCAP for allergy and asthma tests, and EliA for autoimmunity tests; dehydrated and prepared culture media, collection and transport systems, instrumentation, and consumables; human leukocyte antigen typing and testing for organ transplant market; and healthcare products. Its Laboratory Products and Services segment provides laboratory refrigerators and freezers, ultralow-temperature freezers, and cryopreservation storage tanks; temperature control, sample preparation and preservation, centrifugation, and biological safety cabinet products; water analysis instruments; laboratory plastics products; laboratory chemicals; and pharma services. The company offers products and services through a direct sales force, customer-service professionals, electronic commerce, third-party distributors, and catalogs. It has a strategic alliance with the University of California, San Francisco. The company was incorporated in 1956 and is based in Waltham, Massachusetts.",2023-02-09,0.78,1.97,2023-02-01,BMO
POCI,"Precision Optics Corporation, I",Healthcare,Medical Instruments & Supplies,USA,37980000,,6.77,0.0,3889,Channel Up,1,-,-0.08,34.15,5640000,1.65,,,0.0,3720000.0,9.74,-400000.0,,,18.4,15.56,18400000.0,2.06,654.7,,0.0,26.59,1.59,4.26,,2.5,,0.6,0.12,54.26,,4.8,4.83,7.85,21.47,,,13.5,6.7,13.89,0.45,,0.8,37.8,32.6,39.96,0.17,76,1.4,121.7,0.8,74.39,2.1,2.97,False,0.27,90.0,2.3,0.30,6.77,True,0.22,,18650,,8.15,13.25,14.05,"Precision Optics Corporation, Inc. designs, develops, manufactures, and sells specialized optical and illumination systems and related components primarily in the United States and the European Economic Area. It offers medical instrumentation products, including endoscopes and endocouplers, as well as other custom imaging and illumination products, such as Microprecision lenses and micro medical cameras, and 3D endoscopes for use in minimally invasive surgical procedures by hospitals and physicians. The company also provides components and assemblies for industrial and military use. It markets its products to medical device companies. The company was incorporated in 1982 and is based in Gardner, Massachusetts.",2023-02-09,0.08,0.16,,
DOX,Amdocs Limited,Technology,Software - Infrastructure,USA,-2147483648,21.44,95.71,0.0053,193591,Channel Up,1,-,4.44,4.8,120650000,1.42,14.46,6.58,0.0,119610000.0,6.61,,2.13,1.47,98.4,16.93,4660000000.0,2.51,16.5,0.17,1760000.0,8.43,29.4,3.24,11.78,,100.5,22.25,5.99,15.9,10.05,,75.19,97.08,5.17,1.74,,8.4,13.8,1.52,0.66,1.83,1.6,3.4,,27.14,1.78,30288,1.6,7.3,,63.58,1.95,1.78,True,0.0,2.9,,0.45,95.21,True,0.18,,625270,,4.38,6.02,12.28,"Amdocs Limited, through its subsidiaries, provides software and services worldwide. It designs, develops, operates, implements, supports, and markets open and modular cloud portfolio. The company provides CES21, a 5G and cloud-native microservices-based market-leading customer experience suite, that enables service providers to build, deliver, and monetize advanced services; the Commerce and Care suite for order capture, handling, and customer engagement; the Monetization suite for charging, billing, policy, and revenue management; Intelligent Networking suite with a set of modular, flexible, and open service lifecycle management capabilities for network automation journeys; MarketONE, a cloud-native business ecosystem; Digital Brands Suite, a pre-integrated digital business suite for digital telecom brands and small-scale service providers; and eSIM Cloud for service providers. It also offers AI-powered, cloud-native, and home operating systems; data intelligence solutions and applications; media services for media publishers, TV networks, and video streaming and service providers; end-to-end application development and maintenance services; and ongoing services. In addition, the company provides a line of services designed for various stages of a service provider's lifecycle includes design, delivery, quality engineering, operations, systems integration, mobile network services, consulting, and content services; managed services comprising application development, modernization and maintenance, IT and infrastructure services, testing and professional services that are designed to assist customers in the selection, implementation, operation, management, and maintenance of IT systems. It serves to the communications, cable and satellite, entertainment, and media industry service providers, as well as mobile virtual network operators and directory publishers. Amdocs Limited was founded in 1988 and is headquartered in Saint Louis, Missouri.",2023-02-09,1.47,2.81,2023-01-31,AMC
GOAU,U.S. Global GO GOLD and Precious Metal Miners ETF,Financial,Exchange Traded Fund,USA,0,,16.41,-0.011399999999999999,12591,Channel Up,1,-,,,0,5.79,,,,,5.14,,,,,14.2,,,,,,10.51,,,,,,9.11,,,,,11.3,22.41,5.8,0.24,,,,26.77,,1.45,,,,45.21,0.44,0,,,,42.06,2.21,2.33,False,,,,0.66,16.60,True,,,26720,,5.98,0.47,8.69,"Under normal circumstances, the fund will invest at least 80% of its net assets in Precious Metals Companies and at least 20% of its net assets (plus borrowings for investment purposes) in Precious Metals Companies that primarily derive their revenue from gold. The index is composed of the exchange-listed common stock (or American Depositary Receipts (""ADRs"")) of U.S. and international (including emerging markets) companies that earn at least 50 percent of their aggregate revenue from precious metals. The fund is non-diversified.",2023-02-09,,,,
AFTY,Pacer CSOP FTSE China A50 ETF,Financial,Exchange Traded Fund,USA,0,,17.15,0.02,121,Channel Up,1,-,,,0,1.62,,,,,1.36,,,,,18.84,,,,,,0.45,,,,,,13.24,,,,,13.16,20.22,8.17,0.33,,,,15.19,,1.96,,,,30.32,0.20,0,,,,52.32,0.6,0.33,True,,,,0.14,16.81,True,,,1210,,1.42,3.71,3.52,"The fund employs a ""passive management"" investment approach designed to track the total return performance, before fees and expenses, of the index. The index is comprised of A-Shares issued by the 50 largest companies in the China A-Shares market. At least 80% of the fund's total assets will be invested in the component securities of the index. The fund may invest the remainder of its assets in investments that are not included in the index, but which the Sub-Adviser believes will help it track the index.",2023-02-09,,,,
