,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Signals,NoOf Signals,Description
1015,TDSC,Cabana Target Drawdown 10 ETF,Financial,Exchange Traded Fund,USA,,,22.82,0.0037,2991822.0,Unusual Volume,1,"The fund is an actively managed exchange-traded fund (""ETF"") that seeks to achieve its investment objective with limited volatility and reduced correlation to the overall performance of the equity markets by allocating its assets among the following five major asset classes - equities, fixed income securities, real estate, currencies, and commodities. The Sub-Adviser's target drawdown for the fund is 10%; however, there can be no assurance, and the fund, the Adviser, and the Sub-Adviser do not represent or guarantee, that this target will be maintained."
1016,LRGE,ClearBridge Large Cap Growth ESG ETF,Financial,Exchange Traded Fund,USA,,,46.42,0.013300000000000001,324460.0,Unusual Volume,1,"Under normal circumstances, the fund seeks to meet its investment objective by investing at least 80% of its net assets, plus borrowings for investment purposes, if any, in equity securities or other instruments with similar economic characteristics of U.S. companies with large market capitalizations that meet its financial and environmental, social and governance (""ESG"") criteria."
1017,TDSD,Cabana Target Drawdown 13 ETF,Financial,Exchange Traded Fund,USA,,,21.97,-0.0025,564774.0,Unusual Volume,1,"The fund is an actively managed exchange-traded fund (""ETF"") that seeks to achieve its investment objective with limited volatility and reduced correlation to the overall performance of the equity markets by allocating its assets among the following five major asset classes - equities, fixed income securities, real estate, currencies, and commodities. The Sub-Adviser's target drawdown for the fund is 13%; however, there can be no assurance, and the fund, the Adviser, and the Sub-Adviser do not represent or guarantee, that this target will be maintained."
1018,TDSB,Cabana Target Drawdown 7 ETF,Financial,Exchange Traded Fund,USA,,,21.69,0.0013,1395038.0,Unusual Volume,1,"The fund is an actively managed exchange-traded fund (""ETF"") that seeks to achieve its investment objective with limited volatility and reduced correlation to the overall performance of the equity markets by allocating its assets among the following five major asset classes - equities, fixed income securities, real estate, currencies, and commodities. The Sub-Adviser's target drawdown for the fund is 7%; however, there can be no assurance, and the fund, the Adviser, and the Sub-Adviser do not represent or guarantee, that this target will be maintained."
1019,SGG,iPath Series B Bloomberg Sugar Subindex Total Return ETN,Financial,Exchange Traded Fund,USA,,,66.24,0.0108,39978.0,Unusual Volume,1,"The ETN offers exposure to futures contracts and not direct exposure to the physical commodities. The index is composed of one or more futures contracts on the relevant commodity (the ""index components"") and is intended to reflect the returns that are potentially available through (1) an unleveraged investment in those contracts plus (2) the rate of interest that could be earned on cash collateral invested in specified Treasury Bills."
1023,SSY,"SunLink Health Systems, Inc.",Healthcare,Medical Care Facilities,USA,7750000.0,,1.11,0.1561,215435.0,"['Unusual Volume', 'Overbought']",2,"SunLink Health Systems, Inc., through its subsidiaries, provides healthcare products and services in the southeastern United States. It operates in two segments, Healthcare Services and Pharmacy. The Healthcare Services segment owns and operates a 49-licensed-bed acute care hospital, which includes a 26-bed geriatric psychiatry unit; four clinics; and a 66-bed extended care and rehabilitation centre. This segment also provides information technology services; and owns unimproved lands. The Pharmacy segment offers institutional pharmacy services consisting of provision of specialty and non-specialty pharmaceutical and biological products, such as nursing homes, assisted living facilities, behavioural and specialty hospitals, hospices, and correctional facilities; non-institutional pharmacy services, including private residences; and durable medical equipment products and services, including the sale and rental of products for institutional clients or to patients in institutional settings and patient-administered home care, as well as retails pharmacy products and services. SunLink Health Systems, Inc. was founded in 1959 and is based in Atlanta, Georgia."
1026,SLAMU,Slam Corp.,Financial,Shell Companies,USA,733120000.0,19.52,10.21,0.0029,91264.0,Unusual Volume,1,"Slam Corp. does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or related business combination with one or more businesses or entities. The company was incorporated in 2020 and is based in New York, New York."
1027,DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,Financial,Exchange Traded Fund,USA,,,26.26,0.0045000000000000005,115059.0,Unusual Volume,1,"Under normal conditions, the fund will invest at least 90% of its net assets (including investment borrowings) in the equity securities that comprise the index. The index is a rules-based equity index designed to track the overall performance of the 50 stocks comprising the NASDAQ US Large Mid Cap Index TM that exhibit the lowest levels of volatility while still maintaining high levels of ""relative strength."""
1028,BBIN,JPMorgan BetaBuilders International Equity ETF,Financial,Exchange Traded Fund,USA,,,53.92,0.0086,1608550.0,Unusual Volume,1,"The fund will invest at least 80% of its assets in securities included in the underlying index."" The underlying index is a free float adjusted market capitalization weighted index which consists of equity securities from developed countries or regions."
1031,TETC,Tech and Energy Transition Corporation Class A Common Stock,Financial,Shell Companies,USA,487100000.0,40.44,10.11,0.001,1022154.0,Unusual Volume,1,"Tech and Energy Transition Corporation does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was formerly known as M Acquisition Company IV Corporation and changed its name to Tech and Energy Transition Corporation in December 2020. Tech and Energy Transition Corporation was incorporated in 2017 and is based in New York, New York."
1034,APM,Aptorum Group Limited,Healthcare,Biotechnology,United Kingdom,14770000.0,,4.1,0.0492,61230.0,Unusual Volume,1,"Aptorum Group Limited, a biopharmaceutical company, engages in the discovery, development, and commercialization of therapeutic products for the treatment of infectious diseases and cancer. The company operates in the Therapeutics and Non-Therapeutics segments. Its pipeline products include SACT- 1 for neuroblastoma and other cancer types; SACT-COV19 for the treatment of coronavirus disease; ALS-4 to treat bacterial infections caused by staphylococcus aureus, including MRSA; and ALS-1 to treat viral infections caused by influenza virus A. The company is also developing ALS-2/3 for the treatment of gram+ve bacterial infections; RPIDD, a pathogen molecular diagnostic; NativusWell DOI (NLS-2), a dietary supplement; NLS-1 for the treatment of endometriosis; DLS-1+2 to treat NSCLC with mutation; DLS-3, an autoimmune small molecule; and CLS-1 for the treatment of obesity. Its pipeline products enable the discovery of new therapeutics assets, such as systematic screening of existing approved drug molecules, and microbiome-based research platforms for treatment of metabolic diseases. The company also focuses on therapeutic and diagnostic projects in neurology, gastroenterology, metabolic disorders, women's health, and other disease areas. In addition, it operates a medical clinic. Aptorum Group Limited was incorporated in 2010 and is headquartered in London, the United Kingdom."
1035,JIRE,JPMorgan International Research Enhanced Equity ETF,Financial,Exchange Traded Fund,USA,,,54.71,0.0092,3186125.0,Unusual Volume,1,"Under normal circumstances, the fund invests at least 80% of its assets in equity securities. It seeks to outperform the MSCI EAFE Index over time while maintaining similar risk characteristics, including sector and geographic risks. In implementing its strategy, the fund primarily invests in securities included within the universe of the index. In addition, it may also invest in securities not included within the index. The fund only invests in the securities of companies located in developed markets."
1036,FYT,First Trust Small Cap Value AlphaDEX Fund,Financial,Exchange Traded Fund,USA,,,51.76,0.0040999999999999995,252331.0,Unusual Volume,1,"The fund will normally invest at least 90% of its net assets (including investment borrowings) in the common stocks and real estate investment trusts that comprise the index. The index is designed to select value stocks from the NASDAQ US 700 Small Cap Index TM (the ""base index"") that may generate positive alpha, or risk-adjusted returns, relative to traditional indices through the use of the AlphaDEX selection methodology."
1038,XYLG,Global X S&P 500 Covered Call & Growth ETF,Financial,Exchange Traded Fund,USA,,,26.79,0.0088,85291.0,Unusual Volume,1,"The fund invests at least 80% of its total assets in the securities of the underlying index. The underlying index measures the performance of a theoretical portfolio that holds a portfolio of the stocks included in the S&P 500 Index (the ""reference index""), and ""writes"" (or sells) a succession of one-month at-the-money covered call options on the reference index. It generally will use a replication strategy."
1039,VRAX,Virax Biolabs Group Limited,Healthcare,Biotechnology,United Kingdom,10720000.0,,0.87,0.0616,3513297.0,Unusual Volume,1,"Virax Biolabs Group Limited, a biotechnology company, sells, distributes, and markets diagnostics test kits, and med-tech and PPE products for the prevention, detection, diagnosis, and risk management of viral diseases in the field of immunology. The company provides rapid antibody IgC/IgM tests, antigen tests, polymerase chain reaction rapid tests, and neutralizing antibody tests under the ViraxClear brand name; and med-tech and PPE products, such as employee protection equipment products under the ViraxCare brand name, as well as infrared thermometers, pulse oximeters, masks, gloves, and other PPE products. It also distributes nebulizing machines and smart wearable devices that alert employees to help them follow social distance guidelines. In addition, the company operates an online platform that sells ViraxClear and ViraxCare products. It serves clinics, pharmacies, laboratories, hospitals, and other groups, as well as corporations, employees, individual consumers, hospital systems, and public and private institutions. The company operates in Europe, South America, the Asia Pacific, Sub-Saharan Africa, and internationally. The company was formerly known as Virax Biolabs (Cayman) Limited and changed its name to Virax Biolabs Group Limited in September 2021. Virax Biolabs Group Limited was incorporated in 2021 and is headquartered in London, the United Kingdom."
1040,COW,iPath Series B Bloomberg Livestock Subindex Total Return ETN,Financial,Exchange Traded Fund,USA,,,38.83,-0.0013,40596.0,"['Unusual Volume', 'TL Support']",2,"The ETN offers exposure to futures contracts and not direct exposure to the physical commodities. The index is composed of one or more futures contracts on the relevant commodity (the ""index components"") and is intended to reflect the returns that are potentially available through (1) an unleveraged investment in those contracts plus (2) the rate of interest that could be earned on cash collateral invested in specified Treasury Bills."
1041,ISCB,iShares Morningstar Small-Cap ETF,Financial,Exchange Traded Fund,USA,,,51.76,0.009000000000000001,81029.0,Unusual Volume,1,"The fund generally will invest at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index. The underlying index measures the performance of stocks issued by small-capitalization companies that have exhibited both ""growth"" and ""value"" characteristics as determined by Morningstar, Inc.'s (""Morningstar"" or the ""index provider"") proprietary index methodology."
1042,AESC,The AES Corporation,Utilities,Utilities - Diversified,USA,17600000000.0,,97.51,0.0062,400683.0,"['Unusual Volume', 'TL Support']",2,"The AES Corporation operates as a diversified power generation and utility company. It owns and/or operates power plants to generate and sell power to customers, such as utilities, industrial users, and other intermediaries. The company also owns and/or operates utilities to generate or purchase, distribute, transmit, and sell electricity to end-user customers in the residential, commercial, industrial, and governmental sectors; and generates and sells electricity on the wholesale market. It uses a range of fuels and technologies to generate electricity, including coal, gas, hydro, wind, solar, and biomass; and renewables, such as energy storage and landfill gas. The company owns and/or operates a generation portfolio of approximately 31,459 megawatts. It has operations in the United States, Puerto Rico, El Salvador, Chile, Colombia, Argentina, Brazil, Mexico, Central America, the Caribbean, Europe, and Asia. The company was formerly known as Applied Energy Services, Inc. and changed its name to The AES Corporation in April 2000. The AES Corporation was incorporated in 1981 and is headquartered in Arlington, Virginia."
1043,USMF,WisdomTree U.S. Multifactor Fund,Financial,Exchange Traded Fund,USA,,,39.37,0.0087,211312.0,Unusual Volume,1,"Under normal circumstances, at least 80% of the fund's total assets will be invested in component securities of the index and investments that have economic characteristics that are substantially identical to the economic characteristics of such component securities. The index is generally comprised of 200 U.S. companies with the highest composite scores based on two fundamental factors (value and quality measures) and two technical factors (momentum and correlation). The fund is non-diversified."
1046,KBWB,Invesco KBW Bank ETF,Financial,Exchange Traded Fund,USA,,,59.12,0.013000000000000001,6203768.0,Unusual Volume,1,"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index is a modified-market capitalization-weighted index of companies primarily engaged in U.S. banking activities, as determined by the index provider. The underlying index is designed to track the performance of large national U.S. money centers, regional banks, and thrift institutions that are publicly traded in the U.S. The fund is non-diversified."
1048,HLAL,Wahed FTSE USA Shariah ETF,Financial,Exchange Traded Fund,USA,,,38.58,0.0167,234505.0,Unusual Volume,1,"The index is composed of common stocks of large- and mid-capitalization U.S. companies the characteristics of which meet the requirements of Shariah and are consistent with Islamic principles as interpreted by subject-matter experts. Under normal circumstances, at least 80% of its total assets will be invested in the component securities of the index. The fund is non-diversified."
1049,RFAC,RF Acquisition Corp.,Financial,Shell Companies,Singapore,148800000.0,,10.22,0.0,309800.0,Unusual Volume,1,"RF Acquisition Corp. does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses in financial services, media, technology, retail, interpersonal communication, transportation, and education sectors. The company was incorporated in 2021 and is based in Singapore."
1052,FLQM,Franklin U.S. Mid Cap Multifactor Index ETF,Financial,Exchange Traded Fund,USA,,,44.83,0.0045000000000000005,229207.0,Unusual Volume,1,"Under normal market conditions, the fund invests at least 80% of its assets in the component securities of the U.S. Mid Cap underlying index. The U.S. Mid Cap underlying index is based on the Russell Midcap Index using a methodology developed with Franklin Templeton to reflect Franklin Templeton's desired investment strategy."
1053,FUNC,First United Corporation,Financial,Banks - Regional,USA,126470000.0,4.99,19.25,0.001,43237.0,"['Unusual Volume', 'Recent Insider Buying']",2,"First United Corporation operates as the bank holding company for First United Bank & Trust that provides various retail and commercial banking services to businesses and individuals. The company offers various deposit products, including checking accounts, savings and money market accounts, regular and individual retirement accounts (IRA) certificates of deposit, Christmas savings accounts, college savings accounts, and health savings accounts; Certificate of Deposit Account Registry Service program and Insured Cash Sweep program to municipalities, businesses, and consumers; and commercial customers packages, which include treasury management, cash sweep, and various checking opportunities. It also provides loans, such as commercial loans secured by real estate, commercial equipment, vehicles, or other assets of the borrower; commercial real estate loans for residential and commercial development, agricultural purpose properties, and service industry buildings; residential mortgage loans; home equity lines of credit; residential real estate construction loans; and indirect and direct auto loans, student loans, term loans, and other secured and unsecured lines of credit and term loans. In addition, the company offers various trust services, including personal trust, investment agency accounts, charitable trusts, retirement accounts that consist of IRA roll-overs, 401(k) accounts and defined benefit plans, estate administration, and estate planning services; insurance products; brokerage services; and safe deposit and night depository facilities. It operates 26 banking offices, one customer care center, and 34 automated teller machines in Allegany, Frederick, Garrett, and Washington counties in Maryland; and in Mineral, Berkeley, Monongalia, and Harrison counties in West Virginia. First United Corporation was founded in 1900 and is headquartered in Oakland, Maryland."
1054,IMNN,"Imunon, Inc.",Healthcare,Biotechnology,USA,11830000.0,,1.59,-0.0245,339423.0,Unusual Volume,1,"Imunon, Inc., a clinical stage biotechnology company, focuses on the development and commercialization of DNA-based immunotherapies, vaccines, and directed chemotherapies. Its product pipeline includes GEN-1, a DNA-based immunotherapy for the localized treatment of ovarian cancer; and ThermoDox, a proprietary heat-activated liposomal encapsulation of doxorubicin, which is in development stage for various cancer indications. The company also has two feasibility stage platform technologies for the development of nucleic acid-based immunotherapies, vaccines, and other anti-cancer DNA or RNA therapies. The company was formerly known as Celsion Corporation and changed its name to Imunon, Inc. in September 2022. Imunon, Inc. was founded in 1982 and is based in Lawrenceville, New Jersey."
1055,ASNS,"Actelis Networks, Inc.",Technology,Communication Equipment,USA,11180000.0,,0.66,0.08199999999999999,210115.0,Unusual Volume,1,"Actelis Networks, Inc. engages in developing and marketing access broadband equipment for copper and fiber networks in North America, Europe, the Middle East, Africa, and the Asia Pacific. It provides networking solutions for Internet of Things projects enabling applications in smart cities, smart campuses, airports, military bases, smart roads, smart rail, and utilities. The company's portfolio of hybrid fiber-copper, aggregation switches, high density Ethernet devices, advanced management software, and cyber-protection capabilities unlocks the hidden value of networks delivering connectivity for deployment. It serves providers of telecommunication services and enterprises, as well as resellers of its products. The company was founded in 1998 and is headquartered in Fremont, California."
1058,HEWG,iShares Currency Hedged MSCI Germany ETF,Financial,Exchange Traded Fund,USA,,,30.78,0.0019,300222.0,Unusual Volume,1,The fund generally will invest at least 80% of its assets in the component securities and other instruments of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is designed to measure the large- and mid-capitalization segments of the German equity market with the currency risk inherent in the securities included in the underlying index hedged to the U.S. dollar on a monthly basis.
1059,UFEB,Innovator U.S. Equity Ultra Buffer ETF - February,Financial,Exchange Traded Fund,USA,,,26.57,0.0066,239928.0,Unusual Volume,1,"The fund invests at least 80% of its net assets in FLexible EXchange Options (""FLEX Options"") that reference the SPDR S&P 500 ETF Trust (the ""Underlying ETF""). FLEX Options are exchange-traded options contracts with uniquely customizable terms. Although guaranteed for settlement by the Options Clearing Corporation (the ""OCC""), FLEX Options are still subject to counterparty risk with the OCC and may be less liquid than more traditional exchange-traded options. It is non-diversified."
1061,MYO,"Myomo, Inc.",Healthcare,Medical Devices,USA,4190000.0000000005,,0.54,0.0341,8009810.0,Unusual Volume,1,"Myomo, Inc., a wearable medical robotics company, designs, develops, and produces myoelectric orthotics for people with neuromuscular disorders in the United States. The company offers MyoPro, a myoelectric-controlled upper limb brace or orthosis product used for supporting a patient's weak or paralyzed arm to enable and improve functional activities of daily living. Its products are designed to help improve function in adults and adolescents with neuromuscular conditions due to brachial plexus injury, stroke, traumatic brain injury, spinal cord injury, and other neurological disorders. The company sells its products to orthotics and prosthetics providers, the Veterans Health Administration, and rehabilitation hospitals, as well as through distributors. Myomo, Inc. was incorporated in 2004 and is headquartered in Boston, Massachusetts."
1062,BSDE,Invesco BulletShares (R) 2024 Emerging Markets Debt ETF,Financial,Exchange Traded Fund,USA,,,24.07,0.0029,53524.0,"['Unusual Volume', 'Head & Shoulders Inverse']",2,"The fund generally will invest at least 80% of its total assets in securities that comprise the underlying index. The underlying index seeks to measure the performance of a portfolio of U.S. dollar-denominated emerging markets bonds with maturities or, in some cases, ""effective maturities"" in the year 2024 (collectively, ""2024 Bonds""). The fund is non-diversified."
1063,STRE,"Supernova Partners Acquisition Company III, Ltd.",Financial,Shell Companies,USA,357270000.0,8.89,10.17,0.001,1575317.0,Unusual Volume,1,"Supernova Partners Acquisition Company III, Ltd. does not have significant operations. The company focuses on effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. It intends to identify a business combination target within the technology sector focused on internet, consumer, media, and similar businesses. The company was incorporated in 2020 and is based in Washington, the District of Columbia."
1067,AFIF,Anfield Universal Fixed Income ETF,Financial,Exchange Traded Fund,USA,,,8.93,0.0031,201272.0,Unusual Volume,1,"The fund is an actively managed exchange-traded fund (""ETF"") that normally invests at least 80% of its net assets, including any borrowings for investment purposes, in a diversified portfolio of fixed income instruments. The principal investments of the fund include corporate bonds, U.S. government and agency securities, master-limited partners (""MLPs"") (tied to energy-related commodities), private debt, foreign sovereign bonds, convertible securities, bank loans, asset-backed securities, mortgage-backed securities, and cash equivalent instruments."
1069,TMFE,Motley Fool Capital Efficiency 100 Index ETF,Financial,Exchange Traded Fund,USA,,,16.4,0.013999999999999999,18604.0,Unusual Volume,1,"The index is a proprietary, rules-based index designed to track the performance of the highest scoring stocks of U.S. companies, measured by a company's capital efficiency, that have been recommended by TMF's analysts and newsletters, and that also meet certain liquidity requirements. Under normal circumstances, at least 80% of the fund's total assets (exclusive of any collateral held from securities lending) will be invested in the component securities of the index. It is non-diversified."
1073,ICD,"Independence Contract Drilling, Inc.",Energy,Oil & Gas Drilling,USA,60390000.0,,4.28,-0.0023,1045162.0,Unusual Volume,1,"Independence Contract Drilling, Inc. provides land-based contract drilling services for oil and natural gas producers in the United States. The company constructs, owns, and operates a fleet of pad-optimal ShaleDriller rigs in the Permian Basin, the Haynesville Shale, and the Eagle Ford Shale. Its fleet consists of 24 rigs. Independence Contract Drilling, Inc. was incorporated in 2011 and is headquartered in Houston, Texas."
1074,CREX,"Creative Realities, Inc.",Technology,Software - Application,USA,16329999.999999998,12.63,0.76,0.1048,411983.0,Unusual Volume,1,"Creative Realities, Inc., together with its subsidiaries, provides digital marketing technology and solutions to retail companies, individual retail brands, enterprises, and organizations in the United States and internationally. Its technology and solutions include digital merchandising systems and omni-channel customer engagement systems; interactive digital shopping assistants; advisors and kiosks; and other interactive marketing technologies, such as mobile, social media, point-of-sale transactions, beaconing, and Web-based media that enables its customers to engage with their consumers. The company also provides system hardware; professional and implementation services; software design and development; and software licensing, deployment, and maintenance and support services, as well as media management and distribution software platforms and networks; device and product management; and customized software service layers, systems, experiences, workflows, and integrated solutions. The company sells its solutions to the automotive, apparel and accessories, banking, baby/children, beauty, CPG, department stores, digital out-of-home, electronics, fashion, fitness, foodservice/quick service restaurant, financial services, gaming, luxury, mass merchants, mobile operators, and pharmacy retail industries. Creative Realities, Inc. is headquartered in Louisville, Kentucky."
1075,ECON,Columbia Emerging Markets Consumer ETF,Financial,Exchange Traded Fund,USA,,,21.08,-0.0021,218073.0,Unusual Volume,1,The fund invests at least 80% of its net assets in securities of emerging markets consumer companies which comprise the index and the advisor generally expects to be substantially invested at such times with at least 95% of its net assets invested in these securities. It is non-diversified.
1077,PFEB,Innovator U.S. Equity Power Buffer ETF - February,Financial,Exchange Traded Fund,USA,,,29.27,0.0064,1096388.0,Unusual Volume,1,"The fund invests at least 80% of its net assets in FLexible EXchange Options (""FLEX Options"") that reference the SPDR S&P 500 ETF Trust (the ""Underlying ETF""). FLEX Options are exchange-traded options contracts with uniquely customizable terms. Although guaranteed for settlement by the Options Clearing Corporation (the ""OCC""), FLEX Options are still subject to counterparty risk with the OCC and may be less liquid than more traditional exchange-traded options. It is non-diversified."
1078,EOLS,"Evolus, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,531690000.00000006,,9.25,0.0,2663138.0,"['Unusual Volume', 'Recent Insider Buying']",2,"Evolus, Inc., a performance beauty company, provides medical aesthetic products for physicians and their patients in the United States. It offers Jeuveau, a proprietary 900 kilodalton purified botulinum toxin type A formulation for the temporary improvement in the appearance of moderate to severe glabellar lines in adults. The company was incorporated in 2012 and is headquartered in Newport Beach, California."
1079,KLTR,"Kaltura, Inc.",Technology,Software - Infrastructure,USA,275880000.0,,2.09,0.0048,605805.0,Unusual Volume,1,"Kaltura, Inc. provides various Software-as-a-Service products and solutions and a Platform-as-a-Service. The company offers video products, such as webinars, virtual events, video sites, and virtual classrooms for video-based communication, collaboration, training, and customer experience; and video industry solutions, such as learning management system video and lecture capture solutions for educational institutions. It also provides a TV solution that allows to provide OTT advertising and subscription-based live and on-demand TV services for media companies and telecom operators. In addition, the company offers media services, such as APIs, SDKs, and experience components, including live, real-time, and on-demand video creation, ingestion, transcoding, management, search, security, distribution, publishing, engagement, monetization, monitoring, multi-tenancy, and analytics, as well as video and TV content management systems. It serves a range of industries, including financial services, high technology, healthcare, education, public sector, media, and telecommunications. The company was incorporated in 2006 and is headquartered in New York, New York."
1080,IMH,"Impac Mortgage Holdings, Inc.",Financial,Mortgage Finance,USA,20530000.0,,0.61,0.32880000000000004,399024.0,"['Unusual Volume', 'Overbought', 'Recent Insider Buying']",3,"Impac Mortgage Holdings, Inc. operates as a residential mortgage lender in the United States. It operates through three segments: Mortgage Lending, Real Estate Services, and Long-Term Mortgage Portfolio. The Mortgage Lending segment provides mortgage lending products through three lending channels, such as retail, wholesale, and correspondent and opportunistically retain mortgage servicing rights. The Real Estate Services segment provides loss mitigation and real estate services primarily on its long-term mortgage portfolio, including default surveillance, loan modification, short sale, and real estate owned surveillance and disposition services, as well as monitoring, reconciling, and reporting services for residential and multifamily mortgage portfolios. This segment provides services to investors, servicers, and individual borrowers primarily focusing on loss mitigation and performance. The Long-Term Mortgage Portfolio segment consists of residual interests in the securitization trusts reflected as trust assets and liabilities in its consolidated balance sheets. Impac Mortgage Holdings, Inc. was incorporated in 1995 and is based in Irvine, California."
1083,PTNR,Partner Communications Company Ltd.,Communication Services,Telecom Services,Israel,1320000000.0,20.33,6.87,0.0369,28762.0,"['Unusual Volume', 'TL Support', 'Triangle Descending']",3,"Partner Communications Company Ltd. provides various telecommunication services in Israel. It operates in two segments, Cellular and Fixed-Line. The company offers cellular telephony services, including basic cellular telephony, text messaging, internet browsing and data transfer, content, handset repair, roaming, and services provided to other operators that are permitted to use its cellular network, as well as Machine to Machine and Internet of Things services. It also provides cellular content and value-added services, such as multimedia messaging, cyber protection, cloud backup, ringtone, music streaming, and various business services; and international roaming services, as well as sells and leases cellular handsets, and related cellular devices and accessories. In addition, the company offers Internet service provider (ISP) services comprising email accounts, Wi-Fi networking, anti-virus and anti-spam filtering, and infrastructure and ISP access; network and data infrastructure services, information security and integration solutions, designated services, business information storage services, and data center and cloud services; international long distance services; fixed-line transmission and data capacity services; and voice over broadband telephony and primary rate interface services. Further, it provides television, high speed broadband fiber optic based network, and value added services; and sells and rents modems, domestic routers, servers, and related equipment, as well as tablets, laptops, datacards, audio accessories and other devices, and integration projects. Additionally, the company offers office communication private branch exchange services to business customers. It offers its services and products through sales and service centers, and direct sales force, as well as through dealers and online. The company was incorporated in 1997 and is headquartered in Rosh HaAyin, Israel."
1084,DALN,DallasNews Corporation,Communication Services,Publishing,USA,29010000.0,,5.59,0.023799999999999998,125423.0,"['Unusual Volume', 'Overbought']",2,"DallasNews Corporation, together with its subsidiaries, operates as a local news and information publishing company in Texas. The company publishes The Dallas Morning News, a newspaper; Briefing, a newspaper; and Al Dia, a Spanish-language newspaper, as well as operates related websites and mobile applications. It also offers commercial printing, distribution, direct mail, and shared mail packaging services. In addition, the company provides digital marketing services, such as multi-channel marketing solutions through subscription sales of its cloud-based software; digital and marketing analytics, search engine marketing, and other marketing related services; social media account management and content marketing services; and multi- channel digital advertising and marketing services campaigns, as well as operates Medium Giant, a full-service agency. The company was formerly known as A.H. Belo Corporation and changed its name to DallasNews Corporation in June 2021. DallasNews Corporation was founded in 1842 and is headquartered in Dallas, Texas."
1085,OIIM,O2Micro International Limited,Technology,Electronic Components,Cayman Islands,134730000.0,58.05,4.59,-0.024300000000000002,378044.0,Unusual Volume,1,"O2Micro International Limited, together with its subsidiaries, designs, develops, and markets integrated circuits and solutions for power management components and systems in China, Singapore, Taiwan, Malaysia, Korea, the Philippines, Japan, the United States, and internationally. The company offers analog and mixed-signal integrated circuits that manages and provides power for LCD and LED lighting; controls and monitors battery charging and discharging in portable electronic devices and vehicles; performs DC/DC and AC/DC conversion; and provides select and switch functionality between power sources. Its products are primarily used in the consumer electronics, computer, industrial, communication, and automotive markets for applications, including LCD and LED monitors, LCD and LED televisions, notebook and tablet computers, low/zero emission vehicles, mobile phones, power tools, energy efficient technology relating to batteries, LED lighting, and portable electronics devices. The company sells its products through direct sales force, independent sales representatives, or distributors to OEMs, ODMs, and module makers. It also licenses its proprietary intellectual property to third parties; and provides design and engineering support services. The company was incorporated in 1995 and is headquartered in George Town, the Cayman Islands."
1087,EJH,E-Home Household Service Holdings Limited,Consumer Cyclical,Personal Services,China,85240000.0,,0.36,-0.0526,6202328.0,Unusual Volume,1,"E-Home Household Service Holdings Limited, together with its subsidiaries, operates as an integrated household service company in People's Republic of China. The company operates through three segments: Installation and Maintenance, Housekeeping, and Senior Care Services. It engages in the delivery, installation, and repair and maintenance of home appliances, such as refrigerators, stoves, air conditioners, water heaters, and washing machines; sale of smart home supplementary merchandise; and provision of home-moving, house cleaning, and maternity matron services, as well as senior care services and smart community services. The company provides household services through its Website and WeChat platform. The company also offers its services through offline channels. Its customers primarily include individuals and families. E-Home Household Service Holdings Limited was incorporated in 2018 and is headquartered in Fuzhou, People's Republic of China."
1088,PSEP,Innovator U.S. Equity Power Buffer ETF - September,Financial,Exchange Traded Fund,USA,,,30.82,0.0055000000000000005,366642.0,Unusual Volume,1,"The fund invests at least 80% of its net assets in FLexible EXchange Options (""FLEX Options"") that reference the SPDR S&P 500 ETF Trust (the ""Underlying ETF""). FLEX Options are exchange-traded options contracts with uniquely customizable terms. Although guaranteed for settlement by the Options Clearing Corporation (the ""OCC""), FLEX Options are still subject to counterparty risk with the OCC and may be less liquid than more traditional exchange-traded options. It is non-diversified."
1089,CFIV,CF Acquisition Corp. IV,Financial,Shell Companies,USA,649600000.0,39.05,10.23,-0.001,412265.0,Unusual Volume,1,"CF Acquisition Corp. IV does not have significant operations. The company intends to effect a merger, capital stock exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses in the financial services, healthcare, real estate, technology, and software industries. CF Acquisition Corp. IV was incorporated in 2020 and is based in New York, New York."
1092,SPSK,SP Funds Dow Jones Global Sukuk ETF,Financial,Exchange Traded Fund,USA,,,17.88,0.0039000000000000003,239884.0,Unusual Volume,1,"The index includes U.S. dollar-denominated investment-grade sukuk, which are financial certificates, similar to bonds, issued in the global markets and structured to comply with Islamic religious law commonly known as Sharia and its investment principles. The manager attempts to invest all, or substantially all, of its assets in the component securities that make up the index. Under normal circumstances, at least 80% of the fund's total assets will be invested in the component securities of the index. It is non-diversified."
